id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17878,"Very Nice 2Br in Copacabana w. balcony, fast WiFi",68997,Matthias,"Rio de Janeiro, Brazil",-22.96592,-43.17896,Entire home/apt,$500.00,5,259,2020-12-26,2.03,1,0
25026,Beautiful Modern Decorated Studio in Copa,3746246,Ghizlane,"Rio de Janeiro, Brazil",-22.977120000000003,-43.19045,Entire home/apt,$160.00,7,238,2020-02-15,1.85,11,335
35636,Cosy flat close to Ipanema beach,153232,Patricia,"Rio de Janeiro, Brazil",-22.98816,-43.19359,Entire home/apt,$259.00,2,181,2020-03-15,2.07,1,267
35764,COPACABANA SEA BREEZE  -  RIO - 20 X Superhost,153691,Patricia Miranda & Paulo,"Rio de Janeiro, Brazil",-22.981270000000002,-43.190459999999995,Entire home/apt,$157.00,3,346,2020-12-20,2.78,1,89
41198,"Modern 2bed,Top end of Copacabana",178975,Nicky,,-22.97962,-43.1923,Entire home/apt,"$1,035.00",3,18,2016-02-09,0.19,2,365
48305,"Beach Block 6bed Penthouse, Ipanema Best Location!",70933,Alex,"Rio de Janeiro, Brazil",-22.98599,-43.20299,Entire home/apt,"$6,685.00",2,80,2020-11-29,0.72,5,0
48726,Rio de Janeiro Copacabana Ipanema,221941,Vana,"Rio de Janeiro, Brazil",-22.98414,-43.1945,Private room,$104.00,3,42,2019-08-08,1.1,1,63
48901,Confortable 4BD 3.5BT Atlantic avenue,222884,Marcio,"Rio, Rio de Janeiro, Brazil",-22.96574,-43.17514,Entire home/apt,"$1,718.00",4,4,2020-03-08,0.06,2,133
49179,Djalma Ocean View Studio with Amazing Views #100A,224192,David,,-22.9791,-43.19008,Entire home/apt,$250.00,3,88,2020-11-09,0.89,39,156
50294,Beach Block Suites in Ipanema Best Location,70933,Alex,"Rio de Janeiro, Brazil",-22.98584,-43.20305,Entire home/apt,"$3,091.00",3,73,2020-09-20,0.64,5,327
50759,4 Suites lake front Barra da Tijuca,233554,Felipe,"Rio de Janeiro, Brazil",-23.00307,-43.30911,Entire home/apt,"$3,209.00",1,7,2017-01-08,0.11,4,364
51703,"Ocean view, block of the beach, Copacabana,Ipanema",238091,Dália,"Rio de Janeiro, Brazil",-22.981279999999998,-43.190909999999995,Entire home/apt,$287.00,3,170,2020-12-20,2.03,2,0
64795,Ipanema amazing 2 BDRs apartment.,93005,Andrea,"Rio de Janeiro, Brazil",-22.98178,-43.200759999999995,Entire home/apt,$743.00,2,12,2017-01-09,0.1,1,365
65546,"Beach Block 3bed Penthouse, Ipanema Best Location!",70933,Alex,"Rio de Janeiro, Brazil",-22.98599,-43.20299,Entire home/apt,"$4,018.00",2,63,2020-12-05,0.52,5,330
66574,Beach apart in Rio (January/February 2020),326301,Frederic,"Rio de Janeiro, Brazil",-22.928729999999998,-43.17473,Entire home/apt,$180.00,4,1,2016-08-24,0.02,1,322
66797,Studio Apart  for rent in ipanema.,328096,Carlos,,-22.98463,-43.19563,Entire home/apt,$177.00,3,202,2020-12-14,1.7,3,232
68422,Copacabana Beach Living+AirConWiFi,339264,David,"Rio de Janeiro, Brazil",-22.98498,-43.19135,Private room,$409.00,4,79,2017-11-22,0.65,1,90
70080,Apart-hotel in Ipanema with service and garage,319672,Valeria,"Rio, Rio de Janeiro, Brazil",-22.9854,-43.196020000000004,Entire home/apt,$359.00,2,370,2020-12-04,3.4,5,249
73581,Studio Between Ipanema/Copacabana,384673,Pedro,"Copacabana, Rio de Janeiro, Brazil",-22.98027,-43.19255,Entire home/apt,$458.00,3,143,2020-02-26,1.2,1,120
75585,Copacabana 2 BR Penthouse Duplex,401375,Stefan,"Rio de Janeiro, Brazil",-22.98238,-43.193659999999994,Entire home/apt,$378.00,5,101,2020-02-24,0.85,1,246
76245,Spacious Home Heart of Rio290m4QT. Discount10%week,406651,Diogo,"Rio de Janeiro, Brazil",-22.981920000000002,-43.19397,Entire home/apt,"$2,523.00",2,125,2020-02-23,1.09,1,129
76300,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #1",406989,Casa 48 Guesthouse,,-22.92875,-43.19341,Private room,$261.00,1,213,2020-03-07,1.98,6,0
76961,Tiny House in Lapa,411441,Marcelle,"Rio de Janeiro, Brazil",-22.91431,-43.19081,Entire home/apt,$52.00,2,94,2020-03-26,0.79,1,0
77318,❤Unique RIO | retreat w/ forest view in hot spot,110002,Silvia,"Rio de Janeiro, Brazil",-22.97629,-43.23145,Entire home/apt,$146.00,5,35,2020-03-08,0.37,1,84
80145,Stay in a small imperial castle !,432777,Andreas,,-22.92519,-43.191179999999996,Private room,$192.00,2,14,2019-10-06,0.14,2,360
85807,Ipanema Copa Flat,470565,Sebastian,"Copacabana, Rio de Janeiro, Brazil",-22.98525,-43.19247,Entire home/apt,$385.00,2,4,2020-10-12,0.34,6,279
86670,AMAZING VIEW ON THE LEBLON/IPANEMA BOARDER.,474221,June,,-22.983610000000002,-43.218270000000004,Entire home/apt,$672.00,2,80,2020-12-07,0.84,7,337
86978,Room For a Rent : Rio de Janeiro,476838,Antonio,,-22.97237,-43.381409999999995,Private room,$776.00,1,0,,,1,365
87202,Condomínio Villagio do Campo IV,477755,Fabio,"Rio de Janeiro, Brazil",-22.88756,-43.59413,Entire home/apt,$270.00,2,21,2020-10-24,0.4,1,360
87762,Flat Top em Ipanema à 150 metros da praia,480527,Caio,"Rio de Janeiro, Brazil",-22.98386,-43.21383,Entire home/apt,$143.00,2,15,2020-02-14,0.38,1,177
88528,COZY APARTAMENT ON THE COPACABANA BEACH BLOCK.,474221,June,,-22.97794,-43.18969,Entire home/apt,$470.00,2,65,2020-11-22,0.58,7,222
88781,» 30% Off « Beach 50m & Metro > 5 min!!,474221,June,"Rio de Janeiro, Brazil",-22.97456,-43.18807,Entire home/apt,$336.00,2,47,2020-03-04,0.49,7,203
89454,Charm with a great location Leblon,487000,Patricia,"Rio de Janeiro, Brazil",-22.98668,-43.221709999999995,Entire home/apt,$686.00,2,40,2020-02-16,0.41,3,0
89862,BL27 ·NO MELHOR LUGAR DE COPACABANA,474221,June,,-22.97607,-43.18926,Entire home/apt,$448.00,2,45,2020-11-02,0.46,7,337
89893,Exotic place in Rio de Janeiro.,483023,Geny,,-22.94286,-43.19356,Private room,$466.00,1,0,,,1,365
89981,IPANEMA  QUARTO + BANHEIRO PRIVADO,488707,Celia,"Rio de janeiro , Rio de Janeiro, Brazil",-22.9827,-43.2004,Private room,$355.00,3,167,2020-02-27,1.53,1,326
90907,COPACABANA Best Location! - 3 min from 🏖️,484054,Cleuber,"Rio de Janeiro, Brazil",-22.97839,-43.19108,Entire home/apt,$197.00,2,2,2019-12-29,0.15,1,206
92107,Lovely room in Jardim Botânico,496230,Leonor,,-22.95701,-43.20293,Private room,$190.00,2,6,2020-02-26,0.06,1,0
92531,"Linda vista para montanha, 200 metros da praia",497786,Butterfly Vanazul,,-22.99856,-43.27042,Private room,$150.00,1,0,,,5,0
92549,Butterfly Vanazul Guest House,497786,Butterfly Vanazul,,-22.998929999999998,-43.27047,Shared room,$104.00,1,1,2014-04-22,0.01,5,0
94895,temporada,506187,Sheila,"Rio de Janeiro, Brazil",-22.970489999999998,-43.18923,Private room,$180.00,1,7,2020-02-25,0.12,3,362
96431,Amazing ocean view !,511850,Marina E Ernani,"Rio de Janeiro, Brazil",-23.011589999999998,-43.36925,Entire home/apt,$533.00,4,49,2020-12-04,0.52,2,294
96478,APARTAMENT IN BOTAFOGO  BEAUTIFULL,530471,Hugo,,-22.94505,-43.18137,Private room,$170.00,4,0,,,3,360
97636,Rio de Janeiro for you! Go for it!,496656,Marcia  Longras,,-22.941689999999998,-43.18703,Private room,$188.00,8,17,2019-10-07,0.16,10,365
99547,Lapa Archs | Santa Teresa best studio for 2 people,524101,Fabiana,,-22.91408,-43.18233,Entire home/apt,$174.00,4,60,2020-02-25,0.63,3,157
99971,Right in front of the beach in Rio!,525976,Ricardo,,-22.99,-43.22697,Entire home/apt,$811.00,3,107,2020-02-20,0.94,1,331
101182,APARTAMENT IN FRONT OF THE BEACH,530471,Hugo,,-22.950120000000002,-43.18282,Entire home/apt,$200.00,4,0,,,3,365
103053,santa teresa bairro fatima lapa,533278,Kaka,"Rio de Janeiro, Brazil",-22.904870000000003,-43.20924,Private room,$362.00,1,0,,,1,365
106372,Reveillon & Natal na Barra da Tijuca. Rj,551316,Katia,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.0089,-43.43049,Entire home/apt,$450.00,4,7,2020-02-26,0.13,1,301
107469,Quarto confortável com vista panorâmica,556738,Casa Da Carmen E,"Rio de Janeiro, Brazil",-22.91831,-43.1785,Private room,$54.00,50,2,2018-12-21,0.02,4,354
108072,Nice 1 BR Apartment in Copacabana,521514,Chris,,-22.983220000000003,-43.190870000000004,Entire home/apt,$388.00,3,144,2020-12-06,1.23,1,321
108882,Gloria Sunshine Apartment in Rio,475926,Angelica/ Fca,,-22.92135,-43.18088,Entire home/apt,$288.00,3,57,2020-03-08,0.49,1,48
109747,IPANEMA'S MOST BEAUTIFUL VIEW for 6+2,554897,Jane,"Rio, Rio de Janeiro, Brazil",-22.98697,-43.19751,Entire home/apt,$802.00,2,149,2020-11-25,1.37,1,314
118355,HOUSE IN GARDEN,523251,Humberto,"Itanhangá, Rio de Janeiro, Brazil",-22.98789,-43.31698,Private room,"$3,143.00",2,2,2019-03-06,0.08,5,215
125115,DISCOVERING RIO - Maracanã & Samba,622730,Claudio,,-22.902839999999998,-43.22247,Private room,$776.00,1,2,2013-02-12,0.02,1,365
125656,"Copacabana Studio -  5* Reviews, 5 mins to Beach",624433,Alan & Catherine,"Rio de Janeiro, Brazil",-22.97,-43.18823,Entire home/apt,$309.00,2,85,2020-02-27,0.73,1,339
130234,excellent studio apartment,641519,Osvaldo,,-22.97541,-43.18877,Entire home/apt,$180.00,3,4,2019-02-16,0.13,1,329
132114,beauty beedrom in Laranjeiras.,649320,Stella E Antonio,,-22.93693,-43.190979999999996,Private room,$105.00,1,5,2018-06-05,0.05,1,363
132909,QUARTO PRIVATIVO,652889,Fernando Patricio,"Rio de Janeiro, Brazil",-22.91549,-43.226259999999996,Private room,$300.00,1,10,2019-10-22,0.46,1,0
133221,The room has its own toilet.,6416134,Rose,,-22.91986,-43.17859,Private room,$200.00,3,30,2020-02-29,0.33,1,365
133575,Cozy Bedroom in Tijuca 01,196752,Douglas,"Rio de Janeiro, Brazil",-22.91949,-43.22558,Private room,$104.00,4,4,2019-10-02,0.04,3,90
137002,Muito sofisticado no centro do Leblon,635510,Gilberto,,-22.98251,-43.22108,Entire home/apt,"$1,097.00",3,16,2020-12-05,0.14,7,169
137048,Charming 2 bedroom flat in Leblon,670198,Clarisse,"Rio de Janeiro, Brazil",-22.98002,-43.22371,Entire home/apt,$266.00,3,33,2020-11-10,0.29,1,295
137150,Penthouse at Lagoa close to Ipanema,670788,Roberto,,-22.97193,-43.203590000000005,Entire home/apt,"$2,588.00",21,0,,,1,0
137343,"2BR, 2 blocks from Ipanema Beach",671579,Karen,,-22.986060000000002,-43.19513,Entire home/apt,$311.00,6,39,2020-05-15,0.34,1,326
141434,URCA Amazing Penthouse w/ best view/ 230 m2,687759,Adriana,,-22.954539999999998,-43.17442,Entire home/apt,"$1,294.00",3,24,2020-10-25,0.21,2,344
145966,Bedroom close them Maracanã,706303,Maria Lucia,,-22.90345,-43.24253,Private room,$200.00,1,0,,,1,0
146028,Room for two people,706545,Brunna,,-22.925910000000002,-43.18033,Shared room,"$1,035.00",2,0,,,1,0
146402,Suite in a beautiful house-Lagoa/RJ,713797,Rosalia,"Rio de Janeiro, Brazil",-22.961479999999998,-43.200379999999996,Private room,$473.00,2,81,2020-09-13,0.76,4,316
154127,Lindo Apt. Rio Centro / Rock in Rio,757937,Renata,,-22.97304,-43.4149,Entire home/apt,$500.00,1,0,,,1,365
154370,CASA ESPAÇOSA PARA FÉRIAS NO RIO DE JANEIRO!,742304,Leide Lena,"Rio de Janeiro, Brazil",-22.964029999999998,-43.40829,Private room,$150.00,2,4,2016-08-07,0.04,4,264
166177,Studio  70 meters from Copacabana beach,792218,Levy,"Rio de Janeiro, Brazil",-22.97854,-43.1904,Entire home/apt,$191.00,2,85,2020-03-17,0.75,10,336
166861,Private Double room at Copacabana,454863,Dary,"Rio de Janeiro, Brazil",-22.98249,-43.19222,Private room,$306.00,3,12,2020-02-27,0.15,2,237
166972,O MELHOR ESTÚDIO DE  COPACABANA,795470,Luiz Otavio,,-22.96656,-43.18575,Entire home/apt,$170.00,3,1,2019-11-06,0.07,1,252
167031,"Arpoador beach, the best part of Ipanema",792218,Levy,"Rio de Janeiro, Brazil",-22.9869,-43.192859999999996,Entire home/apt,$244.00,2,60,2020-10-12,0.87,10,0
167932,Quiet studio in the best of COPA,792218,Levy,"Copacabana, Rio de Janeiro, Brazil",-22.97064,-43.18496,Entire home/apt,$220.00,2,73,2020-12-10,0.65,10,337
170397,Studio in the HEART of Copacabana,792218,Levy,,-22.97135,-43.18779,Entire home/apt,$177.00,1,99,2020-11-25,0.88,10,341
171505,Come and feel at home,820276,Cristiana,"Rio de Janeiro, Brazil",-22.99442,-43.235440000000004,Entire home/apt,$414.00,3,1,2016-08-21,0.02,1,363
172902,Studio between Ipanema / Copacabana,792218,Levy,,-22.98114,-43.19429,Entire home/apt,$156.00,2,86,2020-11-03,0.76,10,330
174101,Penthouse & Private Airy and Quiet Terrace,259815,Valerie & Alex,"Rio de Janeiro, Brazil",-22.98015,-43.190979999999996,Entire home/apt,$779.00,3,190,2020-12-16,1.67,2,49
176185,Penthouse Oceanview Copacab/Ipanema,842466,Wolfgang,,-22.98499,-43.190979999999996,Entire home/apt,"$2,433.00",3,140,2020-03-12,1.25,1,365
178833,Penthouse #1! Best Internet! Veranda! Expat US-DE,856145,Mario,"Rio de Janeiro, Brazil",-22.98026,-43.19109,Private room,$145.00,10,105,2020-11-28,0.92,3,212
178951,Penthouse #2! Best Internet! Veranda! Expat US-DE,856145,Mario,"Rio de Janeiro, Brazil",-22.978579999999997,-43.19075,Entire home/apt,$107.00,10,79,2020-09-30,0.69,3,206
181138,"Stunning penthouse with ocean view and panoramic terrace, beach one minute away.",868175,Yann,"Rio de Janeiro, Brazil",-22.98474,-43.19081,Entire home/apt,"$1,937.00",7,63,2019-08-01,0.56,2,14
186604,Private room in downtown Rio,896919,Mauro,"Rio de Janeiro, Brazil",-22.90739,-43.19554,Private room,$621.00,3,0,,,1,365
186989,Quitinete em Santa Teresa,211028,Lisa,"Rio de Janeiro, Brazil",-22.92062,-43.18156,Entire home/apt,$150.00,2,2,2016-02-11,0.02,2,364
187092,Studio in Santa Teresa,211028,Lisa,,-22.92288,-43.18285,Entire home/apt,$202.00,3,0,,,2,365
190204,Venusian Room at Botafogo,918340,Flávia,"Rio de Janeiro, Brazil",-22.94879,-43.181470000000004,Private room,$250.00,3,46,2020-03-24,0.44,2,365
190906,Charmoso apartamento na praia de Ipanema,823800,Rafaella,,-22.98236,-43.198640000000005,Entire home/apt,$600.00,3,159,2020-11-29,1.41,24,358
191955,bedroom suite,929229,Arlete,,-22.957829999999998,-43.19984,Private room,$100.00,5,1,2016-01-18,0.02,2,353
193317,Bedroom Ipanema 1 block from beach,937397,Adriano,"Rio de Janeiro, Brazil",-22.985970000000002,-43.19591,Private room,$156.00,2,181,2020-08-01,1.86,3,146
194319,Great Apartment - Ipanema RIO,940895,Roberta,,-22.984270000000002,-43.19689,Entire home/apt,$991.00,4,13,2013-11-27,0.12,1,358
196312,Flat between Copacabana & Ipanema,955720,Priscilla,"Rio de Janeiro, Brazil",-22.98297,-43.19388,Entire home/apt,$180.00,2,76,2020-01-05,0.67,1,112
198646,COME SPEND THE BEST PLACE IN RIO!!!,969822,Lucia,,-22.85898,-43.36762,Private room,$69.00,1,6,2017-11-26,0.06,3,363
198665,Comfort and safety on your trip,969899,Josevalda,,-22.96225,-43.22077,Private room,$466.00,3,6,2016-08-16,0.06,1,365
201308,"Nice area,  safe,clean and central",984392,Mrs. Cindy,,-22.93431,-43.18877,Private room,$776.00,3,2,2016-02-12,0.02,1,365
202400,COPACABANA - RIO DE JANEIRO - 1/2 block from beach,961863,Caesar,,-22.97467,-43.187329999999996,Entire home/apt,$336.00,3,0,,,1,362
202778,Best Studio in Rio - Copacabana,529105,Alex,"Rio de Janeiro, Brazil",-22.96536,-43.179790000000004,Entire home/apt,$603.00,3,200,2020-12-12,1.77,3,365
210173,"BEAUTIFUL! Spacious,all rooms",1030316,Elizabeth,,-22.985960000000002,-43.19001,Private room,"$1,527.00",2,3,2019-10-03,0.03,4,114
215793,"BEAUTIFUL! Spacious,king room!",1030316,Elizabeth,"Rio de Janeiro, Brazil",-22.985960000000002,-43.19001,Private room,$414.00,2,30,2020-11-04,0.29,4,0
215878,"Beautiful! Spacious ,Queen Room !!!",1030316,Elizabeth,,-22.985960000000002,-43.19001,Private room,$266.00,2,31,2020-02-25,0.29,4,1
215887,"BEAUTIFUL! Spacious,TWIN ROOM.",1030316,Elizabeth,,-22.985960000000002,-43.19001,Private room,$414.00,2,32,2020-02-26,0.29,4,119
216461,Comfortable room in Flamengo / RIO,1154263,"Zeilma , Da",,-22.94122,-43.17633,Private room,$776.00,1,0,,,1,365
216700,Ótimo quarto perto Cristo Redentor,1118486,Moara,"Rio de Janeiro, Brazil",-22.94344,-43.19245,Private room,$194.00,4,20,2020-01-02,0.19,3,364
219250,Varandão Atelier Lounge Sta. Teresa,1134264,Ricardo,,-22.91666,-43.17947,Entire home/apt,$181.00,2,334,2020-12-18,3.21,2,337
220377,Hosts in Rio Master room (double),1142424,Taciana,"Rio de Janeiro, Brazil",-22.92807,-43.24069,Private room,$198.00,3,4,2017-04-06,0.04,1,364
220705,Comfortable room in quiet street,1144461,Rachel,"Rio de Janeiro, Brazil",-22.98246,-43.19376,Private room,$300.00,3,0,,,2,353
221379,Copacabana 2BR-2Bath 1 block Beach #1106,132230,Pierre,"Rio de Janeiro, Brazil",-22.98077,-43.19119,Entire home/apt,$518.00,4,25,2019-11-29,0.23,5,255
223073,❤️ MODERN LOFT IN BEST SPOT OF IPANEMA 1 - 120MB❤️,503995,❤️ BrUx ❤️,"Rio de Janeiro, Brazil",-22.9828,-43.20467,Entire home/apt,$377.00,1,388,2020-11-26,3.46,7,347
223200,Apart-Hotel Triplex Praia Flamengo,1159474,Elias,,-22.93729,-43.17459,Entire home/apt,$285.00,2,128,2020-03-02,1.14,1,128
230989,Nice Flat in Copacabana  Ocean View,1207700,Maria Luiza,"Rio de Janeiro, Brazil",-22.97822,-43.19034,Entire home/apt,$421.00,2,102,2020-11-17,0.92,4,342
231105,"Suite 2 people, beach, events, fun",1208327,Christian,"Rio de Janeiro, Brazil",-22.969820000000002,-43.38807,Entire home/apt,$226.00,2,59,2020-12-14,0.67,2,120
231497,Nice big studio in Copacabana,1207700,Maria Luiza,,-22.98102,-43.19212,Entire home/apt,$443.00,2,52,2020-03-01,0.47,4,334
231516,Apartment on Copacabana beach,1207700,Maria Luiza,,-22.97733,-43.18987,Entire home/apt,$350.00,2,30,2016-08-21,0.27,4,239
236991,PRAIA DE COPACABANA!!   1 BLOCK FROM THE BEACH,1241662,Nilda,"Rio de Janeiro, Brazil",-22.96321,-43.17544,Entire home/apt,$254.00,5,20,2020-11-23,0.24,1,155
238802,EXCELLENT TWO BEDROOM APARTMENT IN COPACABANA,235496,Paola & Isak,"Rio, Rio de Janeiro, Brazil",-22.96386,-43.17757,Entire home/apt,"$3,086.00",2,41,2016-09-01,0.37,5,248
239531,Bedroom with seaview  surrounded with everything,792218,Levy,,-22.96434,-43.17563,Entire home/apt,$299.00,2,85,2020-11-24,0.77,10,317
242214,APT IN BOTAFOGO INFRONT OF THE BEAC,530471,Hugo,,-22.94984,-43.18125,Entire home/apt,$200.00,1,0,,,3,362
245341,Priviledge location in Rio,1286915,Luciane,"Rio de Janeiro, Brazil",-22.919520000000002,-43.17896,Entire home/apt,$150.00,3,6,2016-02-20,0.07,1,358
245951,Luxury Apartment in Copacabana,1289982,Carnaval Turismo,,-22.96817,-43.17987,Entire home/apt,$286.00,3,13,2019-03-08,0.12,1,353
247779,Cozy Apartment in Ipanema!,1298591,Karina,"Rio de Janeiro, Brazil",-22.98666,-43.19321,Entire home/apt,$363.00,2,127,2020-11-02,1.16,1,319
248756,Copacabana 1 block away from beach,804664,Bernardo,"Rio de Janeiro, Brazil",-22.98091,-43.191520000000004,Entire home/apt,$450.00,3,122,2020-11-02,1.09,1,327
249323,"Designer beachfront apt, safe loc",1306210,Raphael,,-22.97561,-43.187909999999995,Entire home/apt,$647.00,1,80,2020-03-08,0.72,1,342
249616,Flat at Barra Near by WINDSOR HOTEL,1307761,Malí,,-23.01129,-43.32305,Entire home/apt,$270.00,3,220,2020-04-20,2.01,2,1
249842,"Cozy, central, close to the beach",1309444,Sonia,"Rio, Rio de Janeiro, Brazil",-22.96911,-43.188359999999996,Private room,$99.00,2,126,2020-01-19,1.17,3,125
251701,LEBLON BEACHFRONT VILLA APT.2,1319991,Jake,,-22.99176,-43.233129999999996,Entire home/apt,$518.00,7,27,2019-11-13,0.24,8,365
251868,Great & comfy studio Copa!,1321287,Helena,"Rio de Janeiro, Brazil",-22.97725,-43.19039,Entire home/apt,$247.00,4,82,2020-03-01,0.74,2,122
256323,Garden Studio - Home away from Home,1348172,Jennifer,"Santa Teresa, Rio de Janeiro, Brazil",-22.91742,-43.1833,Entire home/apt,$161.00,3,180,2020-02-19,1.69,1,159
260323,Wonderful Apt. 80m Barra  in Rio,1365868,Elaine,,-22.988310000000002,-43.357490000000006,Entire home/apt,"$1,812.00",2,1,2012-02-23,0.01,1,365
262466,APTO BOTAFOGO - BEM LOCALIZADO,1377161,Ana Cristina,"Rio de Janeiro, Brazil",-22.95349,-43.181129999999996,Entire home/apt,$250.00,1,3,2016-01-05,0.03,1,326
264816,Duplex in BARRA  w/private terrace,259815,Valerie & Alex,"Rio de Janeiro, Brazil",-23.00291,-43.390859999999996,Entire home/apt,$278.00,7,32,2020-12-12,0.31,2,0
265072,New Apartment near Copacabana Beach,829630,Luciana,"Rio de Janeiro, Brazil",-22.96404,-43.17499,Entire home/apt,$196.00,1,70,2020-03-19,0.76,2,0
265752,Jacuzzi 2 min. walk CopacaBeach 4 BR - 3 bath #201,132230,Pierre,"Rio de Janeiro, Brazil",-22.9813,-43.192170000000004,Entire home/apt,"$1,035.00",7,45,2020-11-04,0.41,5,363
266698,Copacabana-1 block from Beach-2 Rooms with Balcony,617333,Luis,"Rio de Janeiro, Brazil",-22.97254,-43.18939,Entire home/apt,"$1,000.00",5,2,2020-02-26,0.02,3,363
271975,Unbelievable Ocean View Apartment,1423140,Maria,"Rio de Janeiro, Brazil",-22.993389999999998,-43.23687,Entire home/apt,$236.00,1,8,2019-12-02,0.08,1,206
272335,EXCELLENT APARTMENT IN COPACABANA!!,7506316,Vitor,,-22.964129999999997,-43.17436,Entire home/apt,$401.00,2,212,2020-11-18,1.92,1,318
272631,Comfort em Copacabana,1426830,Neyde,,-22.96717,-43.18776,Private room,$314.00,2,22,2020-02-11,0.28,2,364
273261,Amazing Huge Apartment in Leblon,533566,Lucas,,-22.98435,-43.22992,Entire home/apt,"$5,176.00",2,0,,,1,365
273333,Very charming independent bedroom,625565,Kakau,"Rio de Janeiro, Brazil",-22.96496,-43.22016,Private room,$180.00,5,19,2017-12-24,0.17,2,75
273363,Lindo quarto para longas temporadas,556738,Casa Da Carmen E,"Rio de Janeiro, Brazil",-22.91892,-43.1808,Private room,$48.00,90,4,2017-12-04,0.06,4,354
273463,2 bedroom apart with view to the lagoon and garage,319672,Valeria,"Rio, Rio de Janeiro, Brazil",-22.97542,-43.198570000000004,Entire home/apt,$607.00,2,431,2020-12-17,3.98,5,155
273496,Luxury Accommodation in Hip Leblon,4022675,Thea & Gui,"Rio de Janeiro, Brazil",-22.98338,-43.22332,Entire home/apt,$505.00,3,50,2020-09-12,0.46,1,310
273753,Beautiful room for students,556738,Casa Da Carmen E,"Rio de Janeiro, Brazil",-22.91676,-43.1807,Private room,$48.00,50,10,2019-10-02,0.54,4,0
274116,Comfortable apart in Santa Teresa - Rio de Janeiro,1433502,Norberto,,-22.919420000000002,-43.185140000000004,Entire home/apt,$126.00,4,33,2020-11-08,0.46,1,345
274552,APT LAPA. BOA NEGOCIAÇÃO CARNAVAL ATÉ 5 PESSOAS!,1435630,Arilson,"Rio de Janeiro, Brazil",-22.915770000000002,-43.18744,Entire home/apt,$500.00,4,2,2017-01-12,0.02,1,365
276986,Priv bed/bathroom w/ A/C near Ipanema beach subway,1446638,Daniel & Raquel,"Rio, Rio de Janeiro, Brazil",-22.98126,-43.19943,Private room,$155.00,3,10,2016-08-15,0.1,1,267
277124,Beach and Mountain beauty in Rio!,72111,David,"Rio de Janeiro, Brazil",-22.9963,-43.26018,Private room,$471.00,2,14,2019-08-27,0.12,1,0
277923,Beautiful  Between Copa and Ipanema,1450861,Leila,"Rio, Rio de Janeiro, Brazil",-22.988310000000002,-43.19115,Entire home/apt,"$1,400.00",5,19,2020-02-27,0.18,6,164
278679,"5 min a pé - Praia de Copacabana, Metrô, WiFi II",449677,Renato / Louri,"Rio de Janeiro, Brazil",-22.98069,-43.19277,Entire home/apt,$169.00,7,16,2020-09-21,0.15,6,137
278745,Luxury Apartment - in Ipanema,529105,Alex,,-22.97997,-43.211079999999995,Entire home/apt,"$1,753.00",7,1,2013-06-25,0.01,3,365
280625,"Fascinating Rio, on the hills!",496656,Marcia  Longras,,-22.94265,-43.18768,Private room,$138.00,3,21,2020-01-04,0.2,10,365
280765,STUDIO RIO LAPA CARNIVAL,1464031,Erika,,-22.91398,-43.18404,Entire home/apt,$189.00,3,4,2019-10-03,0.04,4,358
281459,ORLA LAGOA - 2 QTOS PERTO METRÔ & IPANEMA,1116738,Nilda,"Ipanema, Rio de Janeiro, Brazil",-22.97406,-43.206759999999996,Entire home/apt,$564.00,5,9,2020-02-26,0.35,1,36
282071,"Rio, hospedagem e tranquilidade",1470188,Jaqueline,,-22.936629999999997,-43.1766,Entire home/apt,$336.00,2,36,2020-01-01,0.35,2,326
284762,"10People Ipanema/Copa (Páscoa, Boat Show, Feriado",1408960,Celina,,-22.98484,-43.1949,Entire home/apt,$714.00,2,7,2020-02-27,0.08,4,364
284910,COPACABANA 2 BLOCKS FROM THE BEACH,1243921,Fernanda,"Rio de Janeiro, Brazil",-22.96207,-43.174690000000005,Entire home/apt,"$5,176.00",1,44,2019-10-10,0.4,1,90
285363,All in Rio: (PI-401),1381764,All In Rio - Fabio,,-22.9619,-43.1749,Entire home/apt,"$1,158.00",2,104,2019-10-02,0.95,38,341
285817,1  bed top floor central Rio  lapa sleeps 4-5,181028,Peter,"Rio de Janeiro, Brazil",-22.91411,-43.18577,Entire home/apt,$348.00,2,5,2019-02-03,0.05,1,0
286677,a ocean view quadruple room in copacabana,1429181,Samuel,,-22.96633,-43.17754,Private room,$307.00,2,33,2020-02-26,0.31,9,334
286702,double/twin bedroom studio in copa,1429181,Samuel,"Rio de Janeiro, Brazil",-22.96333,-43.17483,Entire home/apt,$181.00,2,126,2020-10-12,1.19,9,328
286788,triple ocean view room in copacaban,1429181,Samuel,,-22.96633,-43.17754,Private room,$229.00,2,19,2020-02-29,0.17,9,331
286792,triple ocean view room in copacaban,1429181,Samuel,,-22.965770000000003,-43.17648,Private room,$300.00,2,1,2019-01-02,0.04,9,363
288758,517 Studio in Copacabana available,1500426,Cristyna  Rio,,-22.984820000000003,-43.19077,Entire home/apt,$387.00,5,24,2020-03-03,0.22,48,352
